Date,AAPL,MSFT,NVDA,TSLA,JPM,BAC,PFE,XOM,WMT,VZ,^GSPC
2020-01-03,-0.009721712281151818,-0.012451453331418616,-0.016006128300592115,0.02963325829792085,-0.013196629522197023,-0.020763014110955047,-0.0053653685756540614,-0.00803977074801554,-0.008827635474230378,-0.010647192688589158,-0.007059870562045378
2020-01-06,0.00796802819367648,0.0025847701855583605,0.0041938431593722125,0.01925463704513497,-0.0007950749354372899,-0.0014329089816240703,-0.0012843631480791151,0.007678223355787717,-0.00203601275779719,-0.002152134637234293,0.0035333728907271933
2020-01-07,-0.0047030817717858,-0.009117567282053596,0.012106688607214311,0.03880052465815398,-0.017000662621422302,-0.006599551552663341,-0.003343525050775953,-0.008184087587936872,-0.009264915171238619,-0.01111681910886686,-0.0028032386528962228
2020-01-08,0.016086294682470914,0.01592835577283691,0.0018755653767132952,0.04920482578812169,0.007800918590233019,0.010109754131026216,0.007999812533329154,-0.01508016269087753,-0.003431253139469681,0.0018458312928815168,0.004902451368978156
2020-01-09,0.0212410057810426,0.01249317332176414,0.010982447070650103,-0.021945011900097344,0.0036515119599416224,0.0017157693746159275,-0.004352343761316768,0.007655601737822648,0.010330062586348498,-0.0041460724966196905,0.006655262605488987
2020-01-10,0.0022605145284662065,-0.004627393281823156,0.005349459606187379,-0.006627297633174156,-0.009967997954055785,-0.008278786741430122,0.01542842543406775,-0.008887732913433033,-0.008350006535760457,0.0023787281100522417,-0.002855178689662563
2020-01-13,0.021364591069291228,0.012024598087704952,0.031352167349579574,0.0976889588509331,0.008304204535762638,0.009211461744999205,-0.0020258674463732307,0.009545850818606372,-0.004296423922421355,0.002712720018161141,0.006976215252569862
2020-01-14,-0.01350349446121446,-0.007043408126036543,-0.01865195305950751,0.024882822120200876,0.01166199814610791,0.007416083660756412,0.016747019162951515,-0.008596056688893516,0.0025887834918605357,-0.0018600249104842037,-0.001514532772802224
2020-01-15,-0.004285241286966501,0.0064764166497028874,-0.00691541295170095,-0.03610201351305786,-0.014985761262500619,-0.018403473895509004,0.014973733802017497,-0.0015893620295941435,-0.007746512218534618,0.0010165595703348629,0.0018701968845122874
2020-01-16,0.012526328213873672,0.018323356154201553,0.013682306556975998,-0.009662477636014799,0.003876693815897836,0.0014424150933720625,-0.0014752150235496364,-0.003908050430101451,0.0053782589494488775,0.0096447680001992,0.00836655302646827
2020-01-17,0.011070984357600677,0.005596711105872343,0.0014061343911653257,-0.005822894156913949,0.0069215964534894425,-0.00028836194858938846,-0.0024623921271957894,-0.0037781991776466572,-0.008110423616020879,0.007709003631133138,0.003862162248501333
2020-01-21,-0.00677667149647343,-0.0035906542355164106,-0.005375452341801257,0.07189030619278935,-0.009840973573621792,-0.012964279800863343,-0.004196624631834678,-0.014293841876716784,0.005479690722927755,0.0031596697463471823,-0.0026519776473655776
2020-01-22,0.0035696155080484626,-0.004804920312697081,0.008752239448165389,0.04086264444061727,-0.0011691557507513828,0.0029188343370800673,-0.003718344265025264,-0.0057709836583405005,0.004412429435362908,0.002652633372607349,0.0002890760711180551
2020-01-23,0.004815715495964268,0.00615597814612201,0.010995141086819205,0.004635122144013071,-0.0010242335196921637,-0.0069847243395028125,0.01293837400878628,-0.006250903754738912,-0.0024977275030338975,0.0004960415629085002,0.0011409766124783616
2020-01-24,-0.002881932463682624,-0.010076842189469137,-0.009412480172348081,-0.012897603180825445,-0.024827923855839096,-0.01699916952988889,-0.021861739379808953,-0.006739683474486724,-0.012434298007945044,-0.003801039319750954,-0.009042160974207403
2020-01-27,-0.029405512288266267,-0.016723170193855053,-0.04104126462135638,-0.012039272835579373,-0.008411506292724247,-0.02057247640865878,0.008538271676817422,-0.02382374188187575,0.013027907652987114,-0.006138022621821393,-0.015730711659182384
2020-01-28,0.02828950572755562,0.019595504199391156,0.03234802995426067,0.015913383222044608,0.018177674237767727,0.011872372988259272,-0.05029862489052073,-0.001390344863283044,0.006387287151128573,0.013186310234294618,0.010053584595046017
2020-01-29,0.020932149457744798,0.015592947894227827,-0.009799531024430652,0.024854513769903663,-0.001487795721737406,-0.006919537494032846,-0.014682951129821875,-0.008352577504819214,-0.0060896190074345435,-0.01927505544186925,-0.0008668741908683941
